======================================================================
BELUGA CHALLENGE - LÖSUNGSPROTOKOLL
======================================================================

Problem: problems/problem_90_s132_j137_r8_oc81_f43.json
Lösungsdatum: 11.08.2025 20:02:37
Anzahl Schritte: 10561/20000
Erfolgreicher Abschluss: Ja
Benötigte Zeit: 5 Min 14.3 Sek

======================================================================
AKTIONSSTATISTIK (NACH OPTIMIERUNG)
======================================================================

left_unstack_rack        : 2076 ( 23.7%)
left_stack_rack          : 2082 ( 23.8%)
unload_beluga            :  114 (  1.3%)
right_unstack_rack       : 2090 ( 23.9%)
right_stack_rack         : 2087 ( 23.8%)
deliver_to_hangar        :  103 (  1.2%)
load_beluga              :  107 (  1.2%)
get_from_hangar          :  102 (  1.2%)

======================================================================
OPTIMIERUNG
======================================================================

Ursprüngliche Anzahl Schritte: 10561
Optimierte Anzahl Schritte: 8761
Optimierung/Reduktion: 17.04%

======================================================================
OPTIMIERTE AKTIONSSEQUENZ
======================================================================

  1: left_unstack_rack         | Parameter: rack=5, trailer=0
5118: right_unstack_rack        | Parameter: rack=3, trailer=0
5119: right_stack_rack          | Parameter: rack=1, trailer=0
5120: right_stack_rack          | Parameter: rack=7, trailer=2
5121: right_stack_rack          | Parameter: rack=4, trailer=1
5122: right_unstack_rack        | Parameter: rack=5, trailer=1
5123: left_stack_rack           | Parameter: rack=0, trailer=0
5124: left_unstack_rack         | Parameter: rack=1, trailer=0
5125: right_stack_rack          | Parameter: rack=7, trailer=1
5126: left_stack_rack           | Parameter: rack=3, trailer=0
5127: left_unstack_rack         | Parameter: rack=0, trailer=0
5128: left_stack_rack           | Parameter: rack=3, trailer=0
5129: left_unstack_rack         | Parameter: rack=6, trailer=0
5130: left_stack_rack           | Parameter: rack=1, trailer=0
5131: left_unstack_rack         | Parameter: rack=2, trailer=0
5132: left_stack_rack           | Parameter: rack=3, trailer=0
5133: left_unstack_rack         | Parameter: rack=5, trailer=0
5134: right_unstack_rack        | Parameter: rack=1, trailer=2
5135: left_stack_rack           | Parameter: rack=6, trailer=0
5136: left_unstack_rack         | Parameter: rack=2, trailer=0
5137: left_stack_rack           | Parameter: rack=6, trailer=0
5138: left_unstack_rack         | Parameter: rack=2, trailer=0
5139: right_unstack_rack        | Parameter: rack=4, trailer=1
5140: right_unstack_rack        | Parameter: rack=3, trailer=0
5141: load_beluga               | Parameter: trailer_beluga=0
5142: left_unstack_rack         | Parameter: rack=0, trailer=0
5143: right_stack_rack          | Parameter: rack=4, trailer=2
5144: right_stack_rack          | Parameter: rack=2, trailer=1
5145: left_stack_rack           | Parameter: rack=5, trailer=0
5146: left_unstack_rack         | Parameter: rack=1, trailer=0
5147: right_stack_rack          | Parameter: rack=7, trailer=0
5148: right_unstack_rack        | Parameter: rack=7, trailer=1
5149: right_stack_rack          | Parameter: rack=1, trailer=1
5150: right_unstack_rack        | Parameter: rack=2, trailer=1
5151: right_unstack_rack        | Parameter: rack=7, trailer=0
5152: right_unstack_rack        | Parameter: rack=7, trailer=2
5153: right_stack_rack          | Parameter: rack=1, trailer=0
5154: left_stack_rack           | Parameter: rack=7, trailer=0
5155: left_unstack_rack         | Parameter: rack=3, trailer=0
5156: right_unstack_rack        | Parameter: rack=3, trailer=0
5157: left_stack_rack           | Parameter: rack=3, trailer=0
5158: left_unstack_rack         | Parameter: rack=1, trailer=0
5159: right_stack_rack          | Parameter: rack=1, trailer=0
5160: left_stack_rack           | Parameter: rack=2, trailer=0
5161: left_unstack_rack         | Parameter: rack=7, trailer=0
5162: right_stack_rack          | Parameter: rack=7, trailer=1
5163: right_stack_rack          | Parameter: rack=0, trailer=2
5164: left_stack_rack           | Parameter: rack=7, trailer=0
5165: left_unstack_rack         | Parameter: rack=3, trailer=0
5166: right_unstack_rack        | Parameter: rack=2, trailer=2
5167: right_stack_rack          | Parameter: rack=3, trailer=2
5168: right_unstack_rack        | Parameter: rack=4, trailer=0
5169: right_unstack_rack        | Parameter: rack=6, trailer=1
5170: left_stack_rack           | Parameter: rack=3, trailer=0
5171: left_unstack_rack         | Parameter: rack=1, trailer=0
5172: left_stack_rack           | Parameter: rack=0, trailer=0
5173: left_unstack_rack         | Parameter: rack=1, trailer_id=0
5174: right_unstack_rack        | Parameter: rack=1, trailer=2
5175: load_beluga               | Parameter: trailer_beluga=0
5176: left_unstack_rack         | Parameter: rack=4, trailer=0
5177: left_stack_rack           | Parameter: rack=3, trailer=0
5178: left_unstack_rack         | Parameter: rack=4, trailer=0
5179: right_stack_rack          | Parameter: rack=1, trailer=0
5180: right_stack_rack          | Parameter: rack=0, trailer=1
5181: right_stack_rack          | Parameter: rack=0, trailer=2
5182: load_beluga               | Parameter: trailer_beluga=0
5183: left_unstack_rack         | Parameter: rack=2, trailer=0
5184: load_beluga               | Parameter: trailer_beluga=0
5185: left_unstack_rack         | Parameter: rack=0, trailer=0
5186: left_stack_rack           | Parameter: rack=2, trailer=0
5187: left_unstack_rack         | Parameter: rack=5, trailer=0
5188: right_unstack_rack        | Parameter: rack=3, trailer=1
5189: right_unstack_rack        | Parameter: rack=2, trailer=2
5190: left_stack_rack           | Parameter: rack=6, trailer=0
5191: left_unstack_rack         | Parameter: rack=4, trailer=0
5192: left_stack_rack           | Parameter: rack=1, trailer=0
5193: left_unstack_rack         | Parameter: rack=4, trailer_id=0
5194: right_unstack_rack        | Parameter: rack=5, trailer=0
5195: left_stack_rack           | Parameter: rack=1, trailer=0
5196: left_unstack_rack         | Parameter: rack=2, trailer=0
5197: left_stack_rack           | Parameter: rack=5, trailer=0
5198: left_unstack_rack         | Parameter: rack=1, trailer=0
5199: load_beluga               | Parameter: trailer_beluga=0
5200: left_unstack_rack         | Parameter: rack=5, trailer=0
5201: left_stack_rack           | Parameter: rack=0, trailer=0
5202: left_unstack_rack         | Parameter: rack=3, trailer=0
5203: right_stack_rack          | Parameter: rack=1, trailer=2
5204: right_stack_rack          | Parameter: rack=5, trailer=1
5205: right_unstack_rack        | Parameter: rack=7, trailer=2
5206: right_unstack_rack        | Parameter: rack=7, trailer=1
5207: left_stack_rack           | Parameter: rack=5, trailer=0
5208: left_unstack_rack         | Parameter: rack=4, trailer=0
5209: right_stack_rack          | Parameter: rack=4, trailer=0
5210: right_unstack_rack        | Parameter: rack=3, trailer=0
5211: right_stack_rack          | Parameter: rack=4, trailer=2
5212: right_stack_rack          | Parameter: rack=7, trailer=1
5213: left_stack_rack           | Parameter: rack=4, trailer=0
5214: left_unstack_rack         | Parameter: rack=2, trailer=0
5215: right_unstack_rack        | Parameter: rack=7, trailer=2
5216: right_unstack_rack        | Parameter: rack=5, trailer=1
5217: right_stack_rack          | Parameter: rack=1, trailer=1
5218: left_stack_rack           | Parameter: rack=2, trailer=0
5219: left_unstack_rack         | Parameter: rack=7, trailer=0
5220: right_unstack_rack        | Parameter: rack=3, trailer=1
5221: left_stack_rack           | Parameter: rack=3, trailer=0
5222: left_unstack_rack         | Parameter: rack=2, trailer=0
5223: right_stack_rack          | Parameter: rack=3, trailer=1
5224: left_stack_rack           | Parameter: rack=3, trailer=0
5225: left_unstack_rack         | Parameter: rack=2, trailer_id=0
5226: load_beluga               | Parameter: trailer_beluga=0
5227: left_unstack_rack         | Parameter: rack=3, trailer=0
5228: left_stack_rack           | Parameter: rack=2, trailer=0
5229: left_unstack_rack         | Parameter: rack=4, trailer=0
5230: left_stack_rack           | Parameter: rack=3, trailer=0
5231: left_unstack_rack         | Parameter: rack=1, trailer=0
5232: right_unstack_rack        | Parameter: rack=7, trailer=1
5233: right_stack_rack          | Parameter: rack=7, trailer=0
5234: right_stack_rack          | Parameter: rack=5, trailer=2
5235: left_stack_rack           | Parameter: rack=1, trailer=0
5236: left_unstack_rack         | Parameter: rack=3, trailer=0
5237: right_stack_rack          | Parameter: rack=7, trailer=1
5238: right_unstack_rack        | Parameter: rack=2, trailer=0
5239: right_unstack_rack        | Parameter: rack=6, trailer=1
5240: right_unstack_rack        | Parameter: rack=3, trailer=2
5241: right_stack_rack          | Parameter: rack=2, trailer=1
5242: left_stack_rack           | Parameter: rack=4, trailer=0
5243: left_unstack_rack         | Parameter: rack=2, trailer_id=0
5244: right_unstack_rack        | Parameter: rack=6, trailer=1
5245: right_stack_rack          | Parameter: rack=3, trailer=0
5246: right_stack_rack          | Parameter: rack=7, trailer=1
5247: left_stack_rack           | Parameter: rack=7, trailer=0
5248: left_unstack_rack         | Parameter: rack=6, trailer=0
5249: left_stack_rack           | Parameter: rack=7, trailer=0
5250: left_unstack_rack         | Parameter: rack=3, trailer=0
5251: right_unstack_rack        | Parameter: rack=5, trailer=1
5252: left_stack_rack           | Parameter: rack=6, trailer=0
5253: left_unstack_rack         | Parameter: rack=3, trailer=0
5254: right_stack_rack          | Parameter: rack=2, trailer=1
5255: left_stack_rack           | Parameter: rack=7, trailer=0
5256: left_unstack_rack         | Parameter: rack=4, trailer=0
5257: right_unstack_rack        | Parameter: rack=3, trailer=0
5258: right_stack_rack          | Parameter: rack=4, trailer=2
5259: right_stack_rack          | Parameter: rack=3, trailer=0
5260: right_unstack_rack        | Parameter: rack=0, trailer=2
5261: right_unstack_rack        | Parameter: rack=5, trailer=0
5262: right_unstack_rack        | Parameter: rack=4, trailer=1
5263: left_stack_rack           | Parameter: rack=4, trailer=0
5264: left_unstack_rack         | Parameter: rack=6, trailer=0
5265: left_stack_rack           | Parameter: rack=0, trailer=0
5266: left_unstack_rack         | Parameter: rack=3, trailer=0
5267: left_stack_rack           | Parameter: rack=2, trailer=0
5268: left_unstack_rack         | Parameter: rack=1, trailer=0
5269: right_stack_rack          | Parameter: rack=5, trailer=1
5270: left_stack_rack           | Parameter: rack=1, trailer=0
5271: left_unstack_rack         | Parameter: rack=4, trailer=0
5272: right_unstack_rack        | Parameter: rack=5, trailer=1
5273: right_stack_rack          | Parameter: rack=2, trailer=0
5274: right_stack_rack          | Parameter: rack=4, trailer=1
5275: left_stack_rack           | Parameter: rack=2, trailer=0
5276: left_unstack_rack         | Parameter: rack=4, trailer=0
5277: left_stack_rack           | Parameter: rack=3, trailer=0
5278: left_unstack_rack         | Parameter: rack=6, trailer=0
5279: left_stack_rack           | Parameter: rack=5, trailer=0
5280: left_unstack_rack         | Parameter: rack=2, trailer=0
5281: right_stack_rack          | Parameter: rack=6, trailer=2
5282: right_unstack_rack        | Parameter: rack=3, trailer=1
5283: left_stack_rack           | Parameter: rack=3, trailer=0
5284: left_unstack_rack         | Parameter: rack=1, trailer=0
5285: left_stack_rack           | Parameter: rack=5, trailer=0
5286: left_unstack_rack         | Parameter: rack=2, trailer=0
5287: right_stack_rack          | Parameter: rack=5, trailer=1
5288: right_unstack_rack        | Parameter: rack=7, trailer=0
5289: right_stack_rack          | Parameter: rack=3, trailer=0
5290: right_unstack_rack        | Parameter: rack=5, trailer=0
5291: left_stack_rack           | Parameter: rack=2, trailer=0
5292: left_unstack_rack         | Parameter: rack=4, trailer=0
5293: left_stack_rack           | Parameter: rack=6, trailer=0
5294: left_unstack_rack         | Parameter: rack=3, trailer=0
5295: right_stack_rack          | Parameter: rack=4, trailer=0
5296: right_unstack_rack        | Parameter: rack=3, trailer=2
5297: right_stack_rack          | Parameter: rack=7, trailer=2
5298: left_stack_rack           | Parameter: rack=3, trailer=0
5299: left_unstack_rack         | Parameter: rack=5, trailer=0
5300: right_unstack_rack        | Parameter: rack=4, trailer=0
5301: right_stack_rack          | Parameter: rack=3, trailer=0
5302: right_unstack_rack        | Parameter: rack=0, trailer=2
5303: right_unstack_rack        | Parameter: rack=5, trailer=0
5304: left_stack_rack           | Parameter: rack=4, trailer=0
5305: left_unstack_rack         | Parameter: rack=6, trailer=0
5306: left_stack_rack           | Parameter: rack=3, trailer=0
5307: left_unstack_rack         | Parameter: rack=7, trailer=0
5308: right_unstack_rack        | Parameter: rack=0, trailer=1
5309: left_stack_rack           | Parameter: rack=2, trailer=0
5310: left_unstack_rack         | Parameter: rack=3, trailer=0
5311: right_stack_rack          | Parameter: rack=4, trailer=1
5312: right_stack_rack          | Parameter: rack=5, trailer=2
5313: right_unstack_rack        | Parameter: rack=2, trailer=2
5314: right_unstack_rack        | Parameter: rack=6, trailer=1
5315: left_stack_rack           | Parameter: rack=0, trailer=0
5316: left_unstack_rack         | Parameter: rack=7, trailer=0
5317: right_stack_rack          | Parameter: rack=6, trailer=0
5318: left_stack_rack           | Parameter: rack=4, trailer=0
5319: right_stack_rack          | Parameter: rack=1, trailer=2
5320: left_unstack_rack         | Parameter: rack=3, trailer=0
5321: left_stack_rack           | Parameter: rack=7, trailer=0
5322: left_unstack_rack         | Parameter: rack=5, trailer=0
5323: right_stack_rack          | Parameter: rack=5, trailer=1
5324: left_stack_rack           | Parameter: rack=3, trailer=0
5325: left_unstack_rack         | Parameter: rack=5, trailer=0
5326: right_unstack_rack        | Parameter: rack=6, trailer=1
5327: right_stack_rack          | Parameter: rack=5, trailer=1
5328: right_unstack_rack        | Parameter: rack=1, trailer=0
5329: right_unstack_rack        | Parameter: rack=3, trailer=1
5330: right_unstack_rack        | Parameter: rack=0, trailer=2
5331: right_stack_rack          | Parameter: rack=5, trailer=0
5332: left_stack_rack           | Parameter: rack=3, trailer=0
5333: right_stack_rack          | Parameter: rack=0, trailer=1
5334: left_unstack_rack         | Parameter: rack=6, trailer=0
5335: right_unstack_rack        | Parameter: rack=5, trailer=0
5336: left_stack_rack           | Parameter: rack=1, trailer=0
5337: left_unstack_rack         | Parameter: rack=3, trailer=0
5338: right_stack_rack          | Parameter: rack=7, trailer=0
5339: right_unstack_rack        | Parameter: rack=0, trailer=1
5340: right_unstack_rack        | Parameter: rack=3, trailer=0
5341: right_stack_rack          | Parameter: rack=1, trailer=1
5342: right_stack_rack          | Parameter: rack=1, trailer=0
5343: right_stack_rack          | Parameter: rack=6, trailer=2
5344: right_unstack_rack        | Parameter: rack=6, trailer=1
5345: right_stack_rack          | Parameter: rack=5, trailer=1
5346: right_unstack_rack        | Parameter: rack=0, trailer=2
5347: right_unstack_rack        | Parameter: rack=6, trailer=1
5348: right_stack_rack          | Parameter: rack=7, trailer=1
5349: right_unstack_rack        | Parameter: rack=6, trailer_id=0
5350: right_stack_rack          | Parameter: rack=0, trailer=2
5351: right_unstack_rack        | Parameter: rack=2, trailer=1
5352: left_stack_rack           | Parameter: rack=5, trailer=0
5353: left_unstack_rack         | Parameter: rack=0, trailer=0
5354: right_unstack_rack        | Parameter: rack=0, trailer=2
5355: right_stack_rack          | Parameter: rack=4, trailer=0
5356: left_stack_rack           | Parameter: rack=3, trailer=0
